BOOKINGSORDERDATE,BOOKINGSSTATUS,PRODUCTCODE,CUSTOMERNAME,BOOKINGSCOUNTRY,BOOKINGSTERRITORY,BOOKINGSQUANTITYORDERED
6/3/2003 0:00,Shipped,S24_1444,Muscle Machine Inc,USA,NA,2426
8/1/2003 0:00,Shipped,S24_1444,Suominen Souveniers,Finland,EMEA,2172
9/25/2003 0:00,Shipped,S24_1444,"Australian Gift Network, Co",Australia,APAC,3264
10/22/2003 0:00,Shipped,S24_1444,"Dragon Souveniers, Ltd.",Singapore,Japan,3468
11/6/2003 0:00,Shipped,S24_1444,L'ordine Souveniers,Italy,EMEA,3714
11/14/2003 0:00,Shipped,S24_1444,"Iberia Gift Imports, Corp.",Spain,EMEA,3726
11/25/2003 0:00,Shipped,S24_1444,Mini Classics,USA,NA,5848
12/9/2003 0:00,Shipped,S24_1444,Diecast Collectables,USA,NA,4588
2/12/2004 0:00,Shipped,S24_1444,"Clover Collections, Co.",Ireland,EMEA,2914
3/15/2004 0:00,Shipped,S24_1444,"Blauer See Auto, Co.",Germany,EMEA,3910
5/5/2004 0:00,Shipped,S24_1444,Euro Shopping Channel,Spain,EMEA,4628
6/15/2004 0:00,Shipped,S24_1444,Handji Gifts& Co,Singapore,APAC,2620
7/20/2004 0:00,Shipped,S24_1444,Mini Gifts Distributors Ltd.,USA,NA,5826
8/20/2004 0:00,Shipped,S24_1444,Mini Gifts Distributors Ltd.,USA,NA,2714
9/8/2004 0:00,Shipped,S24_1444,Land of Toys Inc.,USA,NA,4300
10/13/2004 0:00,Shipped,S24_1444,Marta's Replicas Co.,USA,NA,5566
10/22/2004 0:00,Shipped,S24_1444,Heintze Collectables,Denmark,EMEA,4678
11/5/2004 0:00,Shipped,S24_1444,Vitachrome Inc.,USA,NA,3458
11/20/2004 0:00,Shipped,S24_1444,"La Corne D'abondance, Co.",France,EMEA,11944
12/1/2004 0:00,Shipped,S24_1444,Muscle Machine Inc,USA,NA,4550
12/10/2004 0:00,Shipped,S24_1444,Euro Shopping Channel,Spain,EMEA,5346
1/23/2005 0:00,Shipped,S24_1444,Mini Gifts Distributors Ltd.,USA,NA,4862
2/22/2005 0:00,Shipped,S24_1444,Euro Shopping Channel,Spain,EMEA,4036
3/15/2005 0:00,Shipped,S24_1444,Euro Shopping Channel,Spain,EMEA,3116
5/3/2005 0:00,Shipped,S24_1444,Euro Shopping Channel,Spain,EMEA,2208
5/31/2005 0:00,In Process,S24_1444,La Rochelle Gifts,France,EMEA,5150
2/24/2003 0:00,Shipped,S24_1578,Land of Toys Inc.,USA,NA,5690
4/29/2003 0:00,Shipped,S24_1578,"Australian Collectors, Co.",Australia,APAC,6862
7/1/2003 0:00,Shipped,S24_1578,Lyon Souveniers,France,EMEA,6546
8/25/2003 0:00,Shipped,S24_1578,Toys4GrownUps.com,USA,NA,8238
10/10/2003 0:00,Shipped,S24_1578,Corporate Gift Ideas Co.,USA,NA,10710
10/28/2003 0:00,Shipped,S24_1578,Technics Stores Inc.,USA,NA,11494
11/11/2003 0:00,Shipped,S24_1578,Daedalus Designs Imports,France,EMEA,10710
11/18/2003 0:00,Shipped,S24_1578,Herkku Gifts,Norway,EMEA,5070
12/1/2003 0:00,Shipped,S24_1578,Mini Wheels Co.,USA,NA,8702
1/15/2004 0:00,Shipped,S24_1578,Auto Canal Petit,France,EMEA,4508
2/20/2004 0:00,Shipped,S24_1578,"Australian Collectors, Co.",Australia,APAC,5842
4/5/2004 0:00,Shipped,S24_1578,Vitachrome Inc.,USA,NA,4598
5/18/2004 0:00,Shipped,S24_1578,Tekni Collectables Inc.,USA,NA,5274
6/28/2004 0:00,Shipped,S24_1578,Gift Depot Inc.,USA,NA,8614
7/23/2004 0:00,Shipped,S24_1578,La Rochelle Gifts,France,EMEA,4306
8/27/2004 0:00,Shipped,S24_1578,Marta's Replicas Co.,USA,NA,7432
9/30/2004 0:00,Shipped,S24_1578,"Toys of Finland, Co.",Finland,EMEA,10910
10/15/2004 0:00,Shipped,S24_1578,Baane Mini Imports,Norway,EMEA,5300
11/2/2004 0:00,Shipped,S24_1578,Diecast Classics Inc.,USA,NA,12874
11/15/2004 0:00,Shipped,S24_1578,Land of Toys Inc.,USA,NA,5266
11/23/2004 0:00,Shipped,S24_1578,"Tokyo Collectables, Ltd",Japan,Japan,4556
1/5/2005 0:00,Shipped,S24_1578,Technics Stores Inc.,USA,NA,9692
2/2/2005 0:00,Shipped,S24_1578,"Australian Gift Network, Co",Australia,APAC,8394
3/3/2005 0:00,Shipped,S24_1578,Scandinavian Gift Ideas,Sweden,EMEA,9194
4/8/2005 0:00,Shipped,S24_1578,"UK Collectables, Ltd.",UK,EMEA,10574
5/13/2005 0:00,Disputed,S24_1578,Euro Shopping Channel,Spain,EMEA,7100
3/18/2003 0:00,Shipped,S24_1628,"AV Stores, Co.",UK,EMEA,3442
5/20/2003 0:00,Shipped,S24_1628,Atelier graphique,France,EMEA,5986
7/10/2003 0:00,Shipped,S24_1628,Reims Collectables,France,EMEA,2590
9/11/2003 0:00,Shipped,S24_1628,"Anna's Decorations, Ltd",Australia,APAC,5342
10/17/2003 0:00,Shipped,S24_1628,Heintze Collectables,Denmark,EMEA,2452
11/5/2003 0:00,Shipped,S24_1628,Gift Depot Inc.,USA,NA,2906
11/12/2003 0:00,Shipped,S24_1628,Herkku Gifts,Norway,EMEA,3660
11/20/2003 0:00,Shipped,S24_1628,Online Diecast Creations Co.,USA,NA,5060
12/2/2003 0:00,Shipped,S24_1628,Muscle Machine Inc,USA,NA,4482
1/16/2004 0:00,Shipped,S24_1628,Euro Shopping Channel,Spain,EMEA,4798
2/26/2004 0:00,Shipped,S24_1628,Collectable Mini Designs Co.,USA,NA,3114
4/13/2004 0:00,Shipped,S24_1628,Mini Caravy,France,EMEA,1690
7/6/2004 0:00,Shipped,S24_1628,L'ordine Souveniers,Italy,EMEA,2704
8/6/2004 0:00,Shipped,S24_1628,Signal Gift Stores,USA,NA,3168
9/1/2004 0:00,Shipped,S24_1628,Handji Gifts& Co,Singapore,APAC,5232
10/5/2003 0:00,Shipped,S24_1628,"Norway Gifts By Mail, Co.",Norway,EMEA,2258
10/16/2004 0:00,Shipped,S24_1628,Euro Shopping Channel,Spain,EMEA,4436
11/4/2004 0:00,Shipped,S24_1628,FunGiftIdeas.com,USA,NA,4056
11/17/2004 0:00,Shipped,S24_1628,"AV Stores, Co.",UK,EMEA,3518
11/24/2004 0:00,Shipped,S24_1628,Reims Collectables,France,EMEA,1954
1/12/2005 0:00,Resolved,S24_1628,Toys4GrownUps.com,USA,NA,2926
2/10/2005 0:00,Shipped,S24_1628,Euro Shopping Channel,Spain,EMEA,7940
4/22/2005 0:00,On Hold,S24_1628,The Sharp Gifts Warehouse,USA,NA,5152
5/29/2005 0:00,In Process,S24_1628,Souveniers And Things Co.,Australia,APAC,4466
2/17/2003 0:00,Shipped,S24_1785,Rovelli Gifts,Italy,EMEA,4962
4/29/2003 0:00,Shipped,S24_1785,"Australian Collectors, Co.",Australia,APAC,9302
6/27/2003 0:00,Shipped,S24_1785,Euro Shopping Channel,Spain,EMEA,7716
8/25/2003 0:00,Shipped,S24_1785,Toys4GrownUps.com,USA,NA,7002
10/28/2003 0:00,Shipped,S24_1785,Technics Stores Inc.,USA,NA,12866
1/12/2004 0:00,Shipped,S24_1785,Osaka Souveniers Co.,Japan,Japan,5316
2/20/2004 0:00,Shipped,S24_1785,"Australian Collectors, Co.",Australia,APAC,7216
4/2/2004 0:00,Shipped,S24_1785,"Royal Canadian Collectables, Ltd.",Canada,NA,4428
5/11/2004 0:00,Shipped,S24_1785,The Sharp Gifts Warehouse,USA,NA,5494
6/24/2004 0:00,Cancelled,S24_1785,Euro Shopping Channel,Spain,EMEA,6620
7/23/2004 0:00,Shipped,S24_1785,La Rochelle Gifts,France,EMEA,4760
8/21/2004 0:00,Shipped,S24_1785,"Norway Gifts By Mail, Co.",Norway,EMEA,4620
9/16/2004 0:00,Shipped,S24_1785,"Clover Collections, Co.",Ireland,EMEA,8122
10/15/2004 0:00,Shipped,S24_1785,Mini Classics,USA,NA,6986
11/1/2004 0:00,Shipped,S24_1785,giftsbymail.co.uk,UK,EMEA,5744
11/12/2004 0:00,Shipped,S24_1785,Rovelli Gifts,Italy,EMEA,8228
11/23/2004 0:00,Shipped,S24_1785,"Tokyo Collectables, Ltd",Japan,Japan,2126
12/4/2004 0:00,Shipped,S24_1785,Gift Ideas Corp.,USA,NA,4016
2/2/2005 0:00,Shipped,S24_1785,"Australian Gift Network, Co",Australia,APAC,8656
3/1/2005 0:00,Resolved,S24_1785,Euro Shopping Channel,Spain,EMEA,2752
3/30/2005 0:00,Shipped,S24_1785,Reims Collectables,France,EMEA,11104
4/3/2005 0:00,On Hold,S24_1785,Tekni Collectables Inc.,USA,NA,7318
5/10/2005 0:00,Shipped,S24_1785,L'ordine Souveniers,Italy,EMEA,8330
1/9/2003 0:00,Shipped,S24_1937,"Blauer See Auto, Co.",Germany,EMEA,2808
3/18/2003 0:00,Shipped,S24_1937,"AV Stores, Co.",UK,EMEA,1420
5/21/2003 0:00,Shipped,S24_1937,Signal Gift Stores,USA,NA,3404
9/12/2003 0:00,Shipped,S24_1937,Signal Collectibles Ltd.,USA,NA,2388
10/18/2003 0:00,Shipped,S24_1937,Corporate Gift Ideas Co.,USA,NA,2014
11/5/2003 0:00,Shipped,S24_1937,Rovelli Gifts,Italy,EMEA,1954
11/12/2003 0:00,Shipped,S24_1937,Mini Gifts Distributors Ltd.,USA,NA,2872
11/21/2003 0:00,Shipped,S24_1937,"Australian Collectables, Ltd",Australia,APAC,1518
12/3/2003 0:00,Shipped,S24_1937,Euro Shopping Channel,Spain,EMEA,2378
1/26/2004 0:00,Shipped,S24_1937,"Corrida Auto Replicas, Ltd",Spain,EMEA,1366
3/2/2004 0:00,Shipped,S24_1937,"Saveley & Henriot, Co.",France,EMEA,2452
4/26/2004 0:00,Shipped,S24_1937,Diecast Collectables,USA,NA,1948
8/17/2004 0:00,Shipped,S24_1937,Amica Models & Co.,Italy,EMEA,1154
9/1/2004 0:00,Shipped,S24_1937,Handji Gifts& Co,Singapore,APAC,2212
10/11/2004 0:00,Shipped,S24_1937,Auto Assoc. & Cie.,France,EMEA,1388
10/21/2004 0:00,Shipped,S24_1937,Mini Gifts Distributors Ltd.,USA,NA,2304
11/4/2004 0:00,Shipped,S24_1937,Online Diecast Creations Co.,USA,NA,5248
11/17/2004 0:00,Shipped,S24_1937,"AV Stores, Co.",UK,EMEA,7370
11/25/2004 0:00,Shipped,S24_1937,Marseille Mini Autos,France,EMEA,1406
12/9/2004 0:00,Shipped,S24_1937,Lyon Souveniers,France,EMEA,19440
1/12/2005 0:00,Resolved,S24_1937,Toys4GrownUps.com,USA,NA,1668
2/16/2005 0:00,Shipped,S24_1937,Euro Shopping Channel,Spain,EMEA,4514
3/9/2005 0:00,Shipped,S24_1937,"Anna's Decorations, Ltd",Australia,APAC,16688
4/23/2005 0:00,Shipped,S24_1937,Handji Gifts& Co,Singapore,APAC,3602
5/29/2005 0:00,In Process,S24_1937,Souveniers And Things Co.,Australia,APAC,2418
2/24/2003 0:00,Shipped,S24_2000,Land of Toys Inc.,USA,NA,6310
4/29/2003 0:00,Shipped,S24_2000,"Australian Collectors, Co.",Australia,APAC,5696
7/1/2003 0:00,Shipped,S24_2000,Lyon Souveniers,France,EMEA,7140
8/25/2003 0:00,Shipped,S24_2000,Toys4GrownUps.com,USA,NA,7804
10/10/2003 0:00,Shipped,S24_2000,Baane Mini Imports,Norway,EMEA,2948
10/28/2003 0:00,Shipped,S24_2000,Technics Stores Inc.,USA,NA,4372
11/11/2003 0:00,Shipped,S24_2000,Daedalus Designs Imports,France,EMEA,3838
11/18/2003 0:00,Shipped,S24_2000,Herkku Gifts,Norway,EMEA,7312
12/1/2003 0:00,Shipped,S24_2000,Mini Wheels Co.,USA,NA,3694
1/12/2004 0:00,Shipped,S24_2000,Osaka Souveniers Co.,Japan,Japan,3702
2/20/2004 0:00,Shipped,S24_2000,"Australian Collectors, Co.",Australia,APAC,5266
4/3/2004 0:00,Shipped,S24_2000,Motor Mint Distributors Inc.,USA,NA,6306
5/11/2004 0:00,Shipped,S24_2000,The Sharp Gifts Warehouse,USA,NA,5606
6/28/2004 0:00,Shipped,S24_2000,Gift Depot Inc.,USA,NA,4622
7/23/2004 0:00,Shipped,S24_2000,La Rochelle Gifts,France,EMEA,4798
8/27/2004 0:00,Shipped,S24_2000,Marta's Replicas Co.,USA,NA,5466
9/16/2004 0:00,Shipped,S24_2000,"Clover Collections, Co.",Ireland,EMEA,4192
10/15/2004 0:00,Shipped,S24_2000,Mini Classics,USA,NA,5942
11/2/2004 0:00,Shipped,S24_2000,Diecast Classics Inc.,USA,NA,4514
11/15/2004 0:00,Shipped,S24_2000,Land of Toys Inc.,USA,NA,6986
11/24/2004 0:00,Shipped,S24_2000,Enaco Distributors,Spain,EMEA,8796
1/6/2005 0:00,Shipped,S24_2000,Suominen Souveniers,Finland,EMEA,7190
2/3/2005 0:00,Shipped,S24_2000,La Rochelle Gifts,France,EMEA,4886
3/3/2005 0:00,Shipped,S24_2000,Scandinavian Gift Ideas,Sweden,EMEA,7976
4/7/2005 0:00,Shipped,S24_2000,Auto Canal Petit,France,EMEA,10336
5/10/2005 0:00,Shipped,S24_2000,L'ordine Souveniers,Italy,EMEA,5606
2/11/2003 0:00,Shipped,S24_2011,Danish Wholesale Imports,Denmark,EMEA,12682
4/16/2003 0:00,Shipped,S24_2011,"Dragon Souveniers, Ltd.",Singapore,Japan,10378
6/12/2003 0:00,Shipped,S24_2011,"Stylish Desk Decors, Co.",UK,EMEA,12054
8/8/2003 0:00,Shipped,S24_2011,Mini Gifts Distributors Ltd.,USA,NA,6732
9/28/2003 0:00,Shipped,S24_2011,Euro Shopping Channel,Spain,EMEA,10912
10/23/2003 0:00,Cancelled,S24_2011,Scandinavian Gift Ideas,Sweden,EMEA,7624
11/7/2003 0:00,Shipped,S24_2011,CAF Imports,Spain,EMEA,12166
11/14/2003 0:00,Shipped,S24_2011,Mini Creations Ltd.,USA,NA,6340
11/26/2003 0:00,Shipped,S24_2011,Enaco Distributors,Spain,EMEA,9068
1/2/2004 0:00,Shipped,S24_2011,"Saveley & Henriot, Co.",France,EMEA,8602
2/18/2004 0:00,Shipped,S24_2011,Petit Auto,Belgium,EMEA,13608
3/20/2004 0:00,Shipped,S24_2011,giftsbymail.co.uk,UK,EMEA,11304
5/7/2004 0:00,Cancelled,S24_2011,Land of Toys Inc.,USA,NA,13920
6/17/2004 0:00,Shipped,S24_2011,Quebec Home Shopping Network,Canada,NA,9024
7/21/2004 0:00,Shipped,S24_2011,Petit Auto,Belgium,EMEA,5568
8/20/2004 0:00,Shipped,S24_2011,"Royal Canadian Collectables, Ltd.",Canada,NA,10632
9/9/2004 0:00,Shipped,S24_2011,Amica Models & Co.,Italy,EMEA,5882
10/14/2004 0:00,Shipped,S24_2011,"AV Stores, Co.",UK,EMEA,6414
10/29/2004 0:00,Shipped,S24_2011,La Rochelle Gifts,France,EMEA,8430
11/9/2004 0:00,Shipped,S24_2011,"Volvo Model Replicas, Co",Sweden,EMEA,8666
11/21/2004 0:00,Shipped,S24_2011,Classic Legends Inc.,USA,NA,4174
12/2/2004 0:00,Shipped,S24_2011,Euro Shopping Channel,Spain,EMEA,3422
1/26/2005 0:00,Shipped,S24_2011,"Tokyo Collectables, Ltd",Japan,Japan,7820
2/23/2005 0:00,Shipped,S24_2011,Corporate Gift Ideas Co.,USA,NA,4510
3/23/2005 0:00,Shipped,S24_2011,Mini Gifts Distributors Ltd.,USA,NA,11440
5/6/2005 0:00,On Hold,S24_2011,Gifts4AllAges.com,USA,NA,6670
1/9/2003 0:00,Shipped,S24_2022,"Blauer See Auto, Co.",Germany,EMEA,4944
3/18/2003 0:00,Shipped,S24_2022,"AV Stores, Co.",UK,EMEA,3458
5/21/2003 0:00,Shipped,S24_2022,Signal Gift Stores,USA,NA,1990
9/12/2003 0:00,Shipped,S24_2022,Signal Collectibles Ltd.,USA,NA,4828
10/18/2003 0:00,Shipped,S24_2022,Corporate Gift Ideas Co.,USA,NA,3120
11/5/2003 0:00,Shipped,S24_2022,Rovelli Gifts,Italy,EMEA,2224
11/12/2003 0:00,Shipped,S24_2022,Mini Gifts Distributors Ltd.,USA,NA,2276
11/21/2003 0:00,Shipped,S24_2022,"Australian Collectables, Ltd",Australia,APAC,2024
12/3/2003 0:00,Shipped,S24_2022,Euro Shopping Channel,Spain,EMEA,1826
1/26/2004 0:00,Shipped,S24_2022,"Corrida Auto Replicas, Ltd",Spain,EMEA,4698
3/2/2004 0:00,Shipped,S24_2022,"Saveley & Henriot, Co.",France,EMEA,2322
4/29/2004 0:00,Shipped,S24_2022,Euro Shopping Channel,Spain,EMEA,3528
6/4/2004 0:00,Shipped,S24_2022,Mini Caravy,France,EMEA,3380
8/17/2004 0:00,Shipped,S24_2022,Amica Models & Co.,Italy,EMEA,4274
9/3/2004 0:00,Shipped,S24_2022,Herkku Gifts,Norway,EMEA,4354
10/11/2004 0:00,Shipped,S24_2022,Auto Assoc. & Cie.,France,EMEA,3468
10/21/2004 0:00,Shipped,S24_2022,Mini Gifts Distributors Ltd.,USA,NA,1730
11/4/2004 0:00,Shipped,S24_2022,Online Diecast Creations Co.,USA,NA,7000
11/17/2004 0:00,Shipped,S24_2022,"AV Stores, Co.",UK,EMEA,4446
11/25/2004 0:00,Shipped,S24_2022,Atelier graphique,France,EMEA,4622
12/9/2004 0:00,Shipped,S24_2022,Lyon Souveniers,France,EMEA,1656
1/12/2005 0:00,Resolved,S24_2022,Toys4GrownUps.com,USA,NA,1712
2/16/2005 0:00,Shipped,S24_2022,Euro Shopping Channel,Spain,EMEA,3690
3/9/2005 0:00,Shipped,S24_2022,"Anna's Decorations, Ltd",Australia,APAC,8084
5/29/2005 0:00,In Process,S24_2022,Mini Gifts Distributors Ltd.,USA,NA,3656
1/29/2003 0:00,Shipped,S24_2300,Baane Mini Imports,Norway,EMEA,7360
4/1/2003 0:00,Shipped,S24_2300,"La Corne D'abondance, Co.",France,EMEA,5850
5/28/2003 0:00,Shipped,S24_2300,"Corrida Auto Replicas, Ltd",Spain,EMEA,6830
7/24/2003 0:00,Shipped,S24_2300,Technics Stores Inc.,USA,NA,10210
9/21/2003 0:00,Shipped,S24_2300,"Oulu Toy Supplies, Inc.",Finland,EMEA,10196
10/22/2003 0:00,Shipped,S24_2300,"Dragon Souveniers, Ltd.",Singapore,Japan,9322
11/6/2003 0:00,Shipped,S24_2300,"Stylish Desk Decors, Co.",UK,EMEA,5938
11/14/2003 0:00,Shipped,S24_2300,"Iberia Gift Imports, Corp.",Spain,EMEA,6992
11/25/2003 0:00,Shipped,S24_2300,"Saveley & Henriot, Co.",France,EMEA,11520
12/9/2003 0:00,Shipped,S24_2300,Diecast Collectables,USA,NA,13638
2/4/2004 0:00,Shipped,S24_2300,Handji Gifts& Co,Singapore,APAC,6296
3/11/2004 0:00,Shipped,S24_2300,Mini Gifts Distributors Ltd.,USA,NA,11408
5/5/2004 0:00,Shipped,S24_2300,Euro Shopping Channel,Spain,EMEA,7040
6/15/2004 0:00,Shipped,S24_2300,Handji Gifts& Co,Singapore,APAC,10570
7/20/2004 0:00,Shipped,S24_2300,Mini Gifts Distributors Ltd.,USA,NA,11210
8/19/2004 0:00,Shipped,S24_2300,Diecast Classics Inc.,USA,NA,5558
9/8/2004 0:00,Shipped,S24_2300,Scandinavian Gift Ideas,Sweden,EMEA,10796
10/13/2004 0:00,Shipped,S24_2300,Marta's Replicas Co.,USA,NA,6378
10/22/2004 0:00,Shipped,S24_2300,Canadian Gift Exchange Network,Canada,NA,11162
11/5/2004 0:00,Shipped,S24_2300,Vitachrome Inc.,USA,NA,7640
11/19/2004 0:00,On Hold,S24_2300,"Volvo Model Replicas, Co",Sweden,EMEA,11056
11/1/2004 0:00,Shipped,S24_2300,"Corrida Auto Replicas, Ltd",Spain,EMEA,11962
12/10/2004 0:00,Shipped,S24_2300,Euro Shopping Channel,Spain,EMEA,11368
1/23/2005 0:00,Shipped,S24_2300,Mini Gifts Distributors Ltd.,USA,NA,6898
2/17/2005 0:00,Shipped,S24_2300,Mini Gifts Distributors Ltd.,USA,NA,5308
5/3/2005 0:00,Shipped,S24_2300,Euro Shopping Channel,Spain,EMEA,16996
5/31/2005 0:00,In Process,S24_2300,La Rochelle Gifts,France,EMEA,11020
3/3/2003 0:00,Shipped,S24_2360,Cruz & Sons Co.,Philippines,Japan,4120
5/7/2003 0:00,Shipped,S24_2360,Reims Collectables,France,EMEA,4920
7/2/2003 0:00,Shipped,S24_2360,Mini Gifts Distributors Ltd.,USA,NA,3574
8/25/2003 0:00,Shipped,S24_2360,Toys4GrownUps.com,USA,NA,3290
10/10/2003 0:00,Shipped,S24_2360,Corporate Gift Ideas Co.,USA,NA,4338
11/4/2003 0:00,Shipped,S24_2360,"Anna's Decorations, Ltd",Australia,APAC,5632
11/11/2003 0:00,Shipped,S24_2360,Daedalus Designs Imports,France,EMEA,5042
11/19/2003 0:00,Shipped,S24_2360,Euro Shopping Channel,Spain,EMEA,6398
1/15/2004 0:00,Shipped,S24_2360,Auto Canal Petit,France,EMEA,2676
2/21/2004 0:00,Shipped,S24_2360,Daedalus Designs Imports,France,EMEA,5944
4/5/2004 0:00,Shipped,S24_2360,Vitachrome Inc.,USA,NA,4140
5/26/2004 0:00,Shipped,S24_2360,Auto Canal Petit,France,EMEA,6184
6/30/2004 0:00,Shipped,S24_2360,Gifts4AllAges.com,USA,NA,4816
8/2/2004 0:00,Shipped,S24_2360,Online Mini Collectables,USA,NA,6944
8/27/2004 0:00,Shipped,S24_2360,Marta's Replicas Co.,USA,NA,4526
9/30/2004 0:00,Shipped,S24_2360,"Toys of Finland, Co.",Finland,EMEA,4388
10/15/2004 0:00,Shipped,S24_2360,Baane Mini Imports,Norway,EMEA,2692
11/3/2004 0:00,Shipped,S24_2360,Microscale Inc.,USA,NA,5066
11/16/2004 0:00,Shipped,S24_2360,Cruz & Sons Co.,Philippines,Japan,6806
11/24/2004 0:00,Shipped,S24_2360,Salzburg Collectables,Austria,EMEA,6614
12/7/2004 0:00,Shipped,S24_2360,Euro Shopping Channel,Spain,EMEA,5792
1/6/2005 0:00,Shipped,S24_2360,Suominen Souveniers,Finland,EMEA,5264
2/3/2005 0:00,Shipped,S24_2360,La Rochelle Gifts,France,EMEA,4092
3/4/2005 0:00,Shipped,S24_2360,Mini Gifts Distributors Ltd.,USA,NA,4558
4/8/2005 0:00,Shipped,S24_2360,"UK Collectables, Ltd.",UK,EMEA,4300
3/18/2003 0:00,Shipped,S24_2766,"AV Stores, Co.",UK,EMEA,6720
5/21/2003 0:00,Shipped,S24_2766,Signal Gift Stores,USA,NA,4652
9/11/2003 0:00,Shipped,S24_2766,"Anna's Decorations, Ltd",Australia,APAC,3090
10/17/2003 0:00,Shipped,S24_2766,Heintze Collectables,Denmark,EMEA,4288
11/5/2003 0:00,Shipped,S24_2766,Gift Depot Inc.,USA,NA,3278
11/12/2003 0:00,Shipped,S24_2766,Mini Gifts Distributors Ltd.,USA,NA,5298
11/20/2003 0:00,Shipped,S24_2766,Online Diecast Creations Co.,USA,NA,7690
12/2/2003 0:00,Shipped,S24_2766,Muscle Machine Inc,USA,NA,9054
1/16/2004 0:00,Shipped,S24_2766,Euro Shopping Channel,Spain,EMEA,7932
3/2/2004 0:00,Shipped,S24_2766,"Saveley & Henriot, Co.",France,EMEA,8284
4/13/2004 0:00,Shipped,S24_2766,Mini Caravy,France,EMEA,8882
7/7/2004 0:00,Shipped,S24_2766,Muscle Machine Inc,USA,NA,6630
8/9/2004 0:00,Shipped,S24_2766,Euro Shopping Channel,Spain,EMEA,7836
9/1/2004 0:00,Shipped,S24_2766,Handji Gifts& Co,Singapore,APAC,5660
10/6/2003 0:00,Shipped,S24_2766,"UK Collectables, Ltd.",UK,EMEA,10596
10/16/2004 0:00,Shipped,S24_2766,Euro Shopping Channel,Spain,EMEA,5240
11/4/2004 0:00,Shipped,S24_2766,FunGiftIdeas.com,USA,NA,4362
11/17/2004 0:00,Shipped,S24_2766,"AV Stores, Co.",UK,EMEA,6764
11/29/2004 0:00,Shipped,S24_2766,Signal Gift Stores,USA,NA,5752
1/19/2005 0:00,Shipped,S24_2766,Mini Gifts Distributors Ltd.,USA,NA,8214
2/16/2005 0:00,Shipped,S24_2766,Euro Shopping Channel,Spain,EMEA,2700
4/22/2005 0:00,On Hold,S24_2766,The Sharp Gifts Warehouse,USA,NA,14364
5/29/2005 0:00,In Process,S24_2766,Souveniers And Things Co.,Australia,APAC,7866
1/31/2003 0:00,Shipped,S24_2840,Euro Shopping Channel,Spain,EMEA,3484
4/1/2003 0:00,Shipped,S24_2840,"La Corne D'abondance, Co.",France,EMEA,1442
6/3/2003 0:00,Shipped,S24_2840,Muscle Machine Inc,USA,NA,2978
8/1/2003 0:00,Shipped,S24_2840,Suominen Souveniers,Finland,EMEA,1782
9/21/2003 0:00,Shipped,S24_2840,"Oulu Toy Supplies, Inc.",Finland,EMEA,2418
10/22/2003 0:00,Shipped,S24_2840,"Dragon Souveniers, Ltd.",Singapore,Japan,1718
11/6/2003 0:00,Shipped,S24_2840,"Stylish Desk Decors, Co.",UK,EMEA,2302
11/14/2003 0:00,Shipped,S24_2840,"Iberia Gift Imports, Corp.",Spain,EMEA,2672
11/25/2003 0:00,Shipped,S24_2840,Mini Classics,USA,NA,1810
12/9/2003 0:00,Shipped,S24_2840,Diecast Collectables,USA,NA,2494
2/10/2004 0:00,Shipped,S24_2840,Signal Collectibles Ltd.,USA,NA,1692
3/11/2004 0:00,Shipped,S24_2840,Mini Gifts Distributors Ltd.,USA,NA,2170
5/5/2004 0:00,Shipped,S24_2840,Euro Shopping Channel,Spain,EMEA,3534
6/15/2004 0:00,Shipped,S24_2840,Handji Gifts& Co,Singapore,APAC,2060
7/20/2004 0:00,Shipped,S24_2840,Mini Gifts Distributors Ltd.,USA,NA,3170
8/19/2004 0:00,Shipped,S24_2840,Diecast Classics Inc.,USA,NA,1626
9/8/2004 0:00,Shipped,S24_2840,Land of Toys Inc.,USA,NA,2344
10/13/2004 0:00,Shipped,S24_2840,Marta's Replicas Co.,USA,NA,3020
10/22/2004 0:00,Shipped,S24_2840,Heintze Collectables,Denmark,EMEA,2896
11/5/2004 0:00,Shipped,S24_2840,Vitachrome Inc.,USA,NA,6676
11/19/2004 0:00,Shipped,S24_2840,Mini Gifts Distributors Ltd.,USA,NA,2450
12/1/2004 0:00,Shipped,S24_2840,Muscle Machine Inc,USA,NA,2672
12/10/2004 0:00,Shipped,S24_2840,Euro Shopping Channel,Spain,EMEA,5970
1/23/2005 0:00,Shipped,S24_2840,Mini Gifts Distributors Ltd.,USA,NA,11090
2/22/2005 0:00,Shipped,S24_2840,Euro Shopping Channel,Spain,EMEA,12178
3/15/2005 0:00,Shipped,S24_2840,Euro Shopping Channel,Spain,EMEA,3578
5/3/2005 0:00,Shipped,S24_2840,Euro Shopping Channel,Spain,EMEA,2164
5/31/2005 0:00,In Process,S24_2840,La Rochelle Gifts,France,EMEA,2060
2/17/2003 0:00,Shipped,S24_2841,Rovelli Gifts,Italy,EMEA,7318
4/28/2003 0:00,Shipped,S24_2841,Salzburg Collectables,Austria,EMEA,4886
6/16/2003 0:00,Shipped,S24_2841,Gift Ideas Corp.,USA,NA,4698
8/10/2003 0:00,Shipped,S24_2841,Mini Creations Ltd.,USA,NA,3292
10/6/2003 0:00,Shipped,S24_2841,"Toys of Finland, Co.",Finland,EMEA,3340
10/23/2003 0:00,Cancelled,S24_2841,Scandinavian Gift Ideas,Sweden,EMEA,2934
